,title,casts,description
1749,死囚大逃杀2,"兰迪·奥尔顿,埃里克·罗伯茨,韦斯·斯塔迪",简介：赏金猎人威尔率领团队捕捉赛勒斯，因赛勒斯对抗招致威尔差错杀人被判刑缓期2年。释放后威尔本想过些宁静的生活，谁知却被前队友追杀……...详情
1750,火卷风暴,"卡斯帕·凡·迪恩,Lisa,Ciara,约翰·霍克斯,Leah,Bateman,",简介：Scott（卡斯帕·凡·迪恩 饰）过去曾是一名消防员，这次他与一群生态学家组成了一支队伍前往一处油井，目的是在那里悬挂写有生态标语的横幅。但是十分不巧的是，他们...详情
1751,局外人,"亚瑟·杜彭,弗朗索瓦-格扎维埃·德梅松,萨巴纳·奥",简介：放牛班的春天》法国导演克里斯托夫·巴拉蒂执导，凯萨奖男星亚瑟·杜彭主演。电影改编自真实事件，九年前震惊全球的「500亿欧元交易弊案」，描述2008年时，31岁的...详情
1752,反常,"詹姆斯·瑞马尔,雪琳·芬,Ron,Carlson,罗恩·卡尔森,雷·怀斯,欧琳卡·乔彻,格雷厄姆·格林,阿勒基拉·卡朋特",简介：知名攝影師馬丁帶領拍攝團隊前往阿拉斯加荒野，希望記錄全球暖化下北極熊的生活，一行人寄居在獵人小屋，卻聽到當地人謠傳阿拉斯加出現瘋狂殺人熊，馬丁下定決心要以攝影鏡...详情
1753,嗡鸣,盖瑞·丹尼尔斯,简介：一个年迈的MMA冠军被迫进入一个神秘的墨西哥地下组织来挽救他被绑架的女友。他必须击败组织头目，然后再救出女友一同逃走。...详情
1754,万劫不复,"周逸之,Valerie,高雄,帕特里克·",简介：...详情
1755,复仇的亚特兰大,"GeorgSulzer,MayaLauterbach,SamuelJakob,KlaraMerkel,亚当·布斯多柯斯",简介：罗宾自幼没有母爱，他非常渴望得到母爱。在自己的车队里他是头头，但是在与对手交战的时候意外得知对手是他的姐姐们。而此时被他们车队打败的尼特罗队卷土重来.........详情
1756,谜巢,"李冰冰,凯南·鲁兹,吴尊,凯尔希·格兰莫,斯黛芬·道森,瑞恩·约翰逊",简介：生物科技公司研究员卢克·李（吴尊 饰）深入一座古墓随即失去音讯，剧毒生物学博士嘉·李（李冰冰 饰）得知弟弟卢克失踪的消息，随即与医药集团总裁梅森·伯罗斯（凯尔希...详情
1757,谢天谢地你来了,"王志刚,任宏恩,李小舟",简介：出品单位: 河南精视汇影文化传播本片讲述了一个自然风光秀丽、有悠久历史文化的村庄，为落实近年来国家环保政策及水土资源不再流失，依据自然优势自建小型影视文化产业基...详情
1758,毒。诫,"刘青云,林家栋,古天乐,张晋,江一燕,谭耀文,吴孟达,,",简介：陈华被视为「慈云山十三太保」之首，气焰高涨；还结识了一生至爱可柔（江一燕饰），共度人生最甜蜜的时光。可惜好景不常，陈华因私下贩毒而被帮会追杀，幸好在亦敌亦友的扫...详情
1759,制胜人生,",Fabián,Arenillas,Eugenia,Capizzano,哈维尔·多罗拉斯,Gabriela,Iscovich,Inés,Palombo,卡拉·奎沃多,Ezequiel,Rodríguez,Sagrado,Sebakis,Martin,Slipak",简介：《制胜人生》是一部阿根廷的侦探式影片，主要讲述了卢卡斯如何抽丝剥茧破解了家中巨款被盗窃的真相。卢卡斯是法律顾问，热爱法律和写作，喜欢侦探犯罪小说，他聪明善良。他...详情
1760,绑架者,"白百何,黄立行,明道,李淳,李玖哲,徐静蕾",简介：重案组警察林薇（白百何 饰）的女儿突然失踪，唯一嫌疑人杨念（黄立行 饰）却在案发当夜横遭车祸并失去记忆。在追踪线索和回忆的逃亡路上，杨念不断遭人暗杀，一心找回女...详情
1761,海浪,"克里斯托弗·琼勒,托玛斯·博·拉森,弗里迪夫·梭哈姆,安妮·达尔·托普",简介：位于挪威西部的Åknes与Hegguraksla山脉虽然景色怡人，但是山体的不稳定也留下了巨大的安全隐患。一旦山体滑坡，就会造成巨大的海啸。人们早已在为此担心，...详情
1762,拯救小鼠拉菲,"尼古拉斯·冯·德·雷克,苏菲·林登博格,亨利耶特·亨斯,克拉斯·邦,奥伯特·基茨尔",简介：该片讲述了一个八岁的小男孩山姆，寻找他丢失乐的宠物的故事。爸爸不在他的身边，所以作为礼物的小仓鼠在山姆眼里显得格外珍贵。　　当然这并不仅仅是一个小男孩找仓鼠的故...详情
1763,为舞而生,"JohnTui,科林顿·佩恩,KelvinTaylor,ParrisGoebel,StanWalker","简介：Coming of age tale told through the eyes of 'Tu', an ambitious young man from Au...详情"
1764,炸弹部队,"CraigBeeman,AndrewChamberlin,BobDiven,JoeDuerksen,DaveEdwards",简介：八年前，一场与超强武器炸弹的案件被隐藏真相，仅存活的人也被送入监狱。这个被囚禁的人是拥有好几个孩子的父亲，孩子们多少都对父亲的处境不理解，觉得父亲做了错事才导致...详情
1765,欢乐岛,"伊恩·夏普,Gina,Bramhill,里克·沃登,Nicholas,Day,Michael,J.,Jackson,nm1556238,Samuel,Anderson,柯德丽亚·巴基雅,康纳·查普曼,达尔文·肖,Paul,Bullion,Jack,Rigby,Neil,McCaul,Zachary,Ward,Terri-Ann,Brumby,Rebecca,Brierley",简介：...详情
1766,情剑,"谢霆锋,钟欣潼,乔振宇,伊能静,杨蕊,谭耀文,赵鸿飞,周莉,计春华,徐向东",简介：一位手执名剑“长光”的年轻剑客（谢霆锋 饰）只为完成师父生前的遗愿——找到古代中原留下的九大旷世名剑，从北方蓬莱来到中原。而此前早已归顺朝廷的山东武林盟主、青萍...详情
1767,悲伤秘密的摇篮曲,"皮奥洛·帕斯奎尔,约翰·洛伊·克鲁",简介：拉夫狄亚兹 (《莫忘初衷》，39 届) 真是电影奇葩，孜孜不倦用超长片长做电影兼国族宣言，意义已超越光影。层次分明波澜壮阔的史诗，革命英雄的说法多角度话分几头，...详情
1768,致命追捕,"维多利亚·普拉特,K·C·克莱德",简介：      当一次致命的熊袭击减短了她丈夫搬去城市的时间，养尊处优的城市女孩米娅丹尼尔斯到遥远的钓鱼小屋旅行，因为她丈夫...详情
1769,越南米粉功夫,"美缘,MỹUyên,武范艳咪,阮煌福,MaiSơn",简介：功夫廚神維谷在越南河粉界備受尊崇，他的兩個學徒來可和范吳在他死後開始爭奪能做出世界上最好吃的河粉的秘密食譜，這場徒弟之戰也延燒到了二十五年後，上一代錯綜複雜的恩...详情
1770,巨齿鲨,"杰森·斯坦森,李冰冰,雷恩·威尔森,鲁比·罗丝",简介：一项由中国主导的国际科研项目，正在马里亚纳海沟深处进行时，遭遇未知生物攻击，科研人员被困海底。前美国海军陆战队深海潜水专家乔纳斯·泰勒受命前往营救，再度遭遇数年...详情
1771,毁灭者,"詹姆斯·卡沙莫,斯科特·阿金斯,丹尼尔·卡尔塔吉罗内,斯图·班尼特,肖恩·克罗宁,泰·格拉泽,马克·温格特,尼克·耐文,斯蒂芬·马库斯,乔·惠特利,李·查尔斯,奥利维亚·梅斯,弗朗西丝·米勒,M·费尔达,小田部阿基",简介：马丁·帕克为前美国联邦探员，本名托马斯·麦肯齐，在妻子艾玛死后，与女儿卡莉隐居伦敦。一日，几名毒贩因搞错地址而侵入马丁家中，出于自卫，托马斯将毒贩击毙。不幸的是...详情
1772,诺苏之鹰,"李炳渊,吕一杰,颜婷易兰,夏云飞,陈菱思,王琪瑞,朱斯麦,李抒航",简介：本片根据盘县淤泥河彝族青年同盟会员、革命烈士柳子南真实故事改编，讲述以柳子南为代表的200名彝族勇士，在1992年陈炯明叛变革命时为营救孙中山夫妇而壮烈牺牲的事...详情
1773,蹴鞠,"桑伟淋,王瑾,孙传信,王勇迪,马子淇",简介：　　两支最顶级的蹴鞠球队正为竞争一场“王者之杯”大赛全力备战，获胜者可成为世界杯表演队！大唐队队长房雨生（桑伟淋 饰）在一次带队训练中偶遇隐居高人（孙传信 饰）...详情
1774,圣剑,"许建,侯巧云",简介：这是一场正义与邪恶的决斗，江湖中传闻得到圣剑秘籍就能撑霸武林，但也会招来邪教的抢夺秘籍分为上下集，圣剑门为了避免神魔两界再次发生浩劫，决定让古灵精怪的小师妹去青...详情
1775,惊蛰疑云,"李乾铭,井上朋子",简介：惊蛰疑云 Rise in Early SPring出品单位:深圳市奥琪文体 策划有限公司北京分公司、 北京华影环艺文化传媒有 限公司摄制单位:深圳市奥琪文体策划...详情
1776,布鲁克林银行家,"特洛伊·格雷提,保罗·索维诺,大卫·普罗瓦尔,伊丽",简介：...详情
1777,刺杀盖世太保,"杰森·克拉科,裴淳华,杰克·奥康奈尔,米娅·华希科沃斯卡,杰克·莱诺,亚当·那加提斯,奥斯卡·肯尼迪",简介：《刺杀盖世太保》是一部历史题材的影片，讲述二战期间纳粹高官莱茵哈特-海德里希(Reinhard Heydrich)的故事。莱茵哈德-海德里希是党卫军的总指挥，也...详情
1778,龙门驿站之嚎月,"张智霖,文颂,刘家辉,赵柯",简介：这是一个关于尊严和爱情的凄美传奇。红色的月圆之夜，一个绝色的女子用美色勾引男人入屋内，然后，女子的丈夫出现，杀死男人，并传出狼嚎般的声音。对于这个传说，封四娘不...详情
1779,龙门驿站之狼武士,"张智霖,文颂,刘家辉,赵柯",简介：这是一个除妖驱魔的故事，月牙镇附近的村落惨遭血腥屠戮，种种迹象表明是消失了十数年的马贼‘红头巾’。月牙 　　镇上下小心防范，这时，石敢当将自己的救命恩...详情
1780,荣耀法则,"史蒂文·席格,海伦娜·马特森,克莱格·谢佛",简介：罗伯特上校正在进行一次“城市肃清”行动。在法律之外，他独自单挑各种势力，从街头混混到高层政客。然而这种行动却越发激进，却造成了警局的困扰，罗伯特以前的士兵威廉姆...详情
1781,12回合3：致命禁闭,"丹尼尔·库德摩尔,洛奇林·莫罗,罗杰·R.克劳斯,瑞贝卡·马绍尔",简介：“安布罗斯扮演警探尚恩，他走出的搭档死去的伤感重新回归工作，但是却意外发现他的搭档原来是被谋杀身亡的，凶手试图将罪名陷害于他，但是尚恩极力反抗。在自己管辖的地区...详情
1782,孤岛风云,"多米尼克·珀塞尔,卢克·梅伯利,玛丽·艾格洛浦路斯,翠西亚·希弗",简介：受一对夫妇在巴哈马偏远岛屿度假的真实事件的启发，讲述了在他们之后被一群海盗追杀的故事。...详情
1783,罗宁,郑熹哲文俊英林时完光熙,简介：在不远的将来，近10年的核战争几乎摧毁了整个地球，人类正经历着即将灭绝的灾难。此时，地球处于无序与暴力盛行的可怕状态。在一座小镇的饭店里，两个黑帮分子正在索要饭...详情
1784,火海凌云,"丹尼拉·科兹洛夫斯基,弗拉基米尔·马什科夫,阿格尼·格鲁迪特,谢尔盖·加扎罗夫,凯特丽娜·斯皮茨,伊连娜·雅科夫列娃,谢尔盖·科姆珀",简介：本片翻拍自1980年苏联同名经典影片。极富正义感的飞行员古辛（丹尼拉·科兹洛夫斯基 Danila Kozlovsky 饰），因违抗上级命令而被军队开除，成为民航...详情
1785,冲天火,"吴彦祖,张若昀,张静初,郭采洁,张孝全,吴彦祖,张若昀,张静初,郭采洁,张孝全,",简介：宗天保任职护卫员的科学园大火，他舍身救了女研究员高玉。但研究所潘教授在大火中不幸辞世，潘教授的手写笔记在大火中消失。大火引发了灰尘风暴，令整个香港被雾霾卷盖。&amp;...详情
1786,邪不压正,"彭于晏,廖凡,姜文,周韵",简介：七七事变前夕，华裔青年小亨德勒（彭于晏 饰）从美国远赴重洋，回到阔别十数年之久的北平从医。然而他真正的名字叫李天然，十三岁那年曾亲眼目睹师父一家遭师兄朱潜龙（廖...详情
1787,白日末路,"强尼·斯特朗,兰斯·亨利克森,路易·曼迪勒,哈基姆·凯-卡西姆,希瑟·卡夫卡,安迪·麦肯济,加里凯恩斯",简介：多年的神秘瘟疫摧毁了地球，并把大部分人类变成了没有血吃不饱的动物，在一个废弃的警察局对面，幸存者被追捕，一个流氓同意尽力帮助他们，他们将如何逃出生天.........详情
1788,跟着吉博德议员实习,"帕特里克·华德,苏珊娜·克莱蒙,艾伦·大卫,亚历克西斯·马丁,米其林·",简介：吉博德是议会的独立成员，他不愿意自己处于尴尬的位置——决定加拿大是否要参战。Souverain是来自海地的实习生，他和吉博德穿越了管辖的地区去咨询选民的意见。然...详情
1789,四目大师,"钱小豪,陈友,彭梓轩,冯悠苒",简介：因瘟疫感染存活下来的姜小斯，在某种病毒的催化下拥有了一些超能力的行为而被神秘组织黑羽会盯上。友叔、豪叔还有豪叔的干女儿周茗茗等一众小朋友为了保护小斯和黑羽会抗争...详情
1790,御天无常传,"赵杰,孙毓晗,骆达华",简介：兰陵城惊现“恶鬼食人”案件，御天监无常组黑锋和白羽奉命探案，发现所有线索都指向了一位神秘女子听听。听听身怀异香以血为药，真实身份却和一夜被屠的南疆神秘一族有关。...详情
1791,蛤蟆神功,"于声国,杨小璇,伍程,王盛",简介：战乱时期，江湖上五大毒宗拔地而起，五大毒宗对应着生活中的五毒。圣鳞教教主南宫懿为满足自己私心，抢夺各门派武功秘籍。一个毫无征兆的夜晚，狂风四起。天龙门掌门失踪，...详情
1792,士兵的荣耀,"黄奕,刘超,何文辉,黄一飞,宋禹,周浩东",简介：公安边防支队侦查大队特勤排排长秦胜男在一次处突行动中，因违抗上级命令导致自己重伤，被撤消职务，作老兵退伍处理。临别前，支队长勉励她：有缺点的战士终归是战士，完美...详情
1793,降龙觉醒,"刘冠麟,朱丽岚,郑国霖,赵熠洋,金玄雨,郭振迦,卢夏禹,王陈怡娴",简介：李修缘幼年目睹妖怪为祸人间，深深体会到妖魔给人们带来的痛苦。长大后成亲之日，遇到神秘高僧点化，说他是降龙罗汉降世，能够拯救世间苦难。于是修缘背弃婚约，入佛门之后...详情
